id,frameTime,voiceProb_sma_range,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_nnz,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_stddev,HNR_sma_amean,HNR_sma_nnz,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_stddev,F0_sma_amean,F0_sma_nnz,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_nnz,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_nnz,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_nnz,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_nnz,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0
26753-012,0.0,0.8501550999999999,0.21007759999999998,0.7524946,116,116,115,1,48.17559,12.79787,12.82971,116,116,115,1,448.7177,112.7056,206.8326,103,103,102,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.612725e-05,6.875699e-06,7.65355e-06,116,116,115,1
26753-022,0.0,0.7499281999999999,0.18145820000000001,0.5897704,356,356,355,1,483.8627,49.59362,10.84815,356,356,355,1,463.0833,101.7464,158.259,299,299,298,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.952043e-06,1.207325e-06,5.95536e-07,356,356,355,1
81392-026,0.0,0.7106539000000001,0.16592089999999998,0.5896351,416,416,415,1,339.3699,53.08286999999999,17.21997,416,416,415,1,453.8681,113.8985,196.2211,338,338,337,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.735852e-06,1.114502e-06,5.621039e-07,416,416,415,1
44574-004,0.0,0.6607208000000001,0.1791241,0.5842826,66,66,65,1,323.9981,58.09758000000001,17.61504,66,66,65,1,295.8014,54.881840000000004,136.1251,54,54,53,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.606433e-06,9.194351999999999e-07,5.094157e-07,66,66,65,1
56896-033,0.0,0.9093786,0.181199,0.6359007,136,136,135,1,476.5254,74.14983000000001,26.441959999999998,136,136,135,1,438.2592,137.0617,271.9388,120,120,119,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.379424e-06,2.835487e-07,1.932996e-07,136,136,135,1
56896-006,0.0,0.9044188,0.1391615,0.6421356,356,356,355,1,43.98751,7.286898,7.087957,356,356,355,1,454.472,111.4681,205.4483,346,346,345,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.09771715,0.01612981,0.1432444,44,44,43,1,6.787564e-06,1.124954e-06,5.796683e-07,356,356,355,1
81392-004,0.0,0.7809188,0.2194542,0.5915895999999999,275,275,274,1,481.8628,73.43498000000001,21.94838,275,275,274,1,349.7472,65.16515,163.8884,204,204,203,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8.811458e-06,1.17203e-06,6.733366e-07,275,275,274,1
95407-003,0.0,0.5067298,0.12268299999999999,0.5174227,61,61,60,1,31.996059999999996,6.814814999999999,-1.848623,61,61,60,1,438.0071,134.9568,253.3805,43,43,42,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.553708000000001e-07,1.515707e-07,1.022008e-07,61,61,60,1
44574-008,0.0,0.5060192,0.12025339999999998,0.6424198,156,156,155,1,26.55834,6.90123,4.018127,156,156,155,1,149.8684,27.74708,133.9322,153,153,152,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.8042739999999997e-06,4.544518e-07,3.782418e-07,156,156,155,1
68117-000,0.0,0.9047550999999999,0.2206939,0.7201668999999999,526,526,525,1,332.8818,37.20469,17.954279999999997,526,526,525,1,416.7963,49.697109999999995,190.3214,458,458,457,1,0.1014273,0.0098026,0.1509883,132,132,131,1,0.0,0.0,0.0,0,0,0,0,0.2342274,0.1115519,0.1338947,247,247,246,1,2.481868e-06,2.40485e-07,1.202488e-07,526,526,525,1
68117-003,0.0,0.8133729999999999,0.2254538,0.5908781999999999,345,345,344,1,489.4019,89.80211,26.55438,345,345,344,1,230.3872,42.38321,169.7176,252,252,251,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.9699289999999995e-06,6.340173000000001e-07,2.1458460000000002e-07,345,345,344,1
47939-019,0.0,0.6080625,0.1803246,0.5981092,66,66,65,1,43.68414,10.63402,2.891278,66,66,65,1,357.6556,103.7934,218.5527,58,58,57,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.5888030000000005e-06,1.144641e-06,1.264426e-06,66,66,65,1
47647-005,0.0,0.6525895,0.1994945,0.5564164,96,96,95,1,323.9042,44.893440000000005,10.130419999999999,96,96,95,1,387.8199,86.88993,200.2452,67,67,66,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.053159e-06,3.219096e-07,1.781241e-07,96,96,95,1
47939-003,0.0,0.7101042,0.16132670000000002,0.7728505,246,246,245,1,46.33542,10.59379,12.75207,246,246,245,1,407.8687,63.25135,241.758,241,241,240,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8.705762e-06,1.7028980000000002e-06,1.550675e-06,246,246,245,1
56896-010,0.0,0.8542004999999999,0.160219,0.5707274999999999,186,186,185,1,473.6105,67.70621,24.32299,186,186,185,1,424.7531,85.89614,194.2621,154,154,153,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.94228e-07,1.174639e-07,6.302056e-08,186,186,185,1
35063-001,0.0,0.5297573,0.1633713,0.6137179,36,36,35,1,171.9468,41.858670000000004,16.83772,36,36,35,1,233.8246,50.8781,146.6214,34,34,33,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.120308e-06,3.655486e-07,2.6471290000000003e-07,36,36,35,1
47939-000,0.0,0.8029470999999999,0.23680370000000003,0.6170991,153,153,152,1,495.7407,60.597559999999994,18.58306,153,153,152,1,429.2475,96.13253,205.6258,125,125,124,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,7.689739e-06,1.231461e-06,6.959946999999999e-07,153,153,152,1
26753-000,0.0,0.7889765999999999,0.19225920000000002,0.5784421999999999,796,796,795,1,491.5187,40.0391,7.144772,796,796,795,1,438.311,69.40309,135.2625,644,644,643,1,0.1224039,0.009516084000000001,0.18271020000000002,205,205,204,1,0.0,0.0,0.0,0,0,0,0,0.09974169,0.03463235,0.08675084,331,331,330,1,5.460906e-06,9.051727e-07,5.840149e-07,796,796,795,1
81392-032,0.0,0.5637029,0.17457029999999998,0.6369083999999999,96,96,95,1,172.7842,26.439709999999998,8.822107,96,96,95,1,196.7099,29.571040000000004,128.9076,72,72,71,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.213822e-06,9.264006999999999e-07,8.522334999999999e-07,96,96,95,1
81392-025,0.0,0.6756082,0.19240829999999998,0.5915533000000001,325,325,324,1,182.6192,26.3067,6.905996000000001,325,325,324,1,436.9224,74.33561999999999,156.7155,257,257,256,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.764828e-06,1.010213e-06,7.159291999999999e-07,325,325,324,1
76373-005,0.0,0.5972239,0.19858610000000002,0.5926952,46,46,45,1,37.582229999999996,10.13002,2.312352,46,46,45,1,334.8908,76.56714000000001,193.0936,35,35,34,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.326087e-06,7.264003000000001e-07,4.035842e-07,46,46,45,1
35063-006,0.0,0.8123741,0.22547609999999998,0.6407436,575,575,574,1,490.2042,68.0204,21.0959,575,575,574,1,454.937,91.6714,190.2085,473,473,472,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.01392723,0.004846471,0.01827949,8,8,7,1,1.102354e-05,1.396019e-06,6.785282e-07,575,575,574,1
81392-031,0.0,0.7073838000000001,0.227161,0.6449994000000001,136,136,135,1,175.4941,23.210720000000002,8.855013,136,136,135,1,149.8312,35.57281,144.6346,105,105,104,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.277168e-06,1.704494e-06,1.026327e-06,136,136,135,1
81392-030,0.0,0.7107076,0.1789704,0.545737,256,256,255,1,186.3932,19.1592,1.433904,256,256,255,1,220.6116,44.7236,143.0812,191,191,190,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.407963999999999e-06,1.164325e-06,8.370911e-07,256,256,255,1
45758-000,0.0,0.6833899999999999,0.19839079999999998,0.6931755999999999,66,66,65,1,326.9933,63.256969999999995,31.438679999999998,66,66,65,1,358.9743,113.0026,298.3942,60,60,59,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.030341e-07,2.1425229999999998e-07,1.401266e-07,66,66,65,1
45758-006,0.0,0.7227549,0.17129860000000002,0.5892261,39,39,38,1,45.25526,10.74478,2.404696,39,39,38,1,236.2991,69.09085,156.831,38,38,37,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.214575e-06,1.623714e-06,1.242055e-06,39,39,38,1
56896-025,0.0,0.4527358,0.11292939999999999,0.620873,86,86,85,1,23.05564,5.762671,3.536689,86,86,85,1,165.9967,29.83215,128.2289,81,81,80,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.247923e-06,3.2515819999999996e-07,2.762974e-07,86,86,85,1
44574-001,0.0,0.7682273000000001,0.1665144,0.5735084,496,496,495,1,474.1361,95.56102,36.846270000000004,496,496,495,1,444.1672,92.04729,162.8116,403,403,402,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.6666666,0.05573879,0.9943503,177,177,176,1,9.113256e-06,9.778616e-07,4.247582e-07,496,496,495,1
68117-002,0.0,0.7644996999999999,0.23365100000000003,0.6750863,156,156,155,1,45.95626,12.80376,7.424019,156,156,155,1,412.483,72.48536999999999,200.2443,127,127,126,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.872748e-06,4.6945570000000004e-07,2.600578e-07,156,156,155,1
81392-000,0.0,0.6775937,0.20666779999999998,0.7288598000000001,246,246,245,1,326.8545,42.91063,18.42386,246,246,245,1,368.9374,52.46185,192.0379,218,218,217,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0876010000000001e-05,1.566686e-06,9.435341e-07,246,246,245,1
81392-042,0.0,0.8462716,0.2244721,0.6543922,2096,2096,2095,1,490.7957,38.131840000000004,13.19294,2096,2096,2095,1,460.9348,81.84839000000001,203.853,1717,1717,1716,1,0.3829323,0.1021579,0.2342855,1615,1615,1614,1,0.2348752,0.09043381,0.1108451,1501,1501,1275,226,0.1108715,0.03668835,0.02931137,1821,1821,1709,112,1.312269e-05,1.515334e-06,9.054775e-07,2096,2096,2095,1
18771-003,0.0,0.7081596,0.2183449,0.4932142,66,66,65,1,39.71849,10.38825,-2.562914,66,66,65,1,399.5232,93.38306,225.1378,39,39,38,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.686533e-06,4.152923e-07,2.124133e-07,66,66,65,1
26753-011,0.0,0.29502540000000005,0.1040653,0.6833425,16,16,15,1,19.832929999999998,6.814959,6.397734,16,16,15,1,88.04759,22.99469,99.92709,16,16,15,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.568465e-06,1.157016e-06,2.306299e-06,16,16,15,1
35063-002,0.0,0.6496851,0.1566362,0.6120788,66,66,65,1,471.2901,96.37349,53.499930000000006,66,66,65,1,415.7395,86.49825,185.4828,61,61,60,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.462408000000001e-06,1.4841589999999998e-06,8.158228000000001e-07,66,66,65,1
18771-001,0.0,0.7359055999999999,0.13898210000000003,0.5165867999999999,516,516,515,1,489.4251,58.750890000000005,11.09043,516,516,515,1,431.1349,73.65469,136.3989,404,404,403,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.09261058,0.01247856,0.1368425,67,67,66,1,4.430955e-06,4.7231749999999997e-07,2.108343e-07,516,516,515,1
68117-006,0.0,0.7021139,0.22047139999999998,0.5586677,166,166,165,1,479.884,114.5768,44.14477,166,166,165,1,383.1241,82.85401999999999,187.6929,115,115,114,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.196488e-06,4.172143e-07,1.983704e-07,166,166,165,1
56896-016,0.0,0.5161803,0.14500870000000002,0.5999597,106,106,105,1,31.84978,7.830286999999999,2.0903869999999998,106,106,105,1,247.3827,40.71407,132.0462,96,96,95,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,9.849533e-06,1.6779480000000001e-06,1.300215e-06,106,106,105,1
76373-001,0.0,0.8888108,0.2115115,0.5324283000000001,446,446,445,1,481.7485,137.6727,68.47794,446,446,445,1,428.7398,77.88676,185.2384,291,291,290,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.3479257,0.04198539,0.5156757000000001,84,84,83,1,2.380215e-07,3.3065430000000003e-08,2.4466869999999998e-08,446,446,445,1
26753-008,0.0,0.8978878,0.18416749999999998,0.6706613,686,686,685,1,489.3575,63.40173000000001,25.1987,686,686,685,1,459.7358,101.3867,156.5352,607,607,606,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.32053459999999995,0.02528892,0.4783858,199,199,198,1,6.875225000000001e-06,8.647697e-07,5.856538000000001e-07,686,686,685,1
47939-005,0.0,0.7764798,0.22559410000000002,0.6299653000000001,416,416,415,1,338.1563,49.09962,18.61661,416,416,415,1,443.4996,100.2286,200.4771,331,331,330,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.164501,0.06715725,0.164501,3,3,2,1,7.952239e-06,1.151594e-06,5.850828000000001e-07,416,416,415,1
47939-006,0.0,0.7125326999999999,0.1837736,0.5587714,461,461,460,1,337.6122,41.74909,8.715227,461,461,460,1,405.1774,67.03801,150.5936,305,305,304,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.23913579999999998,0.03294691,0.3530989,64,64,63,1,9.48033e-06,9.70666e-07,4.4652970000000004e-07,461,461,460,1
56896-027,0.0,0.6636536,0.1636759,0.6492648,356,356,355,1,486.3706,69.71475,22.604110000000002,356,356,355,1,447.5203,103.3354,200.8615,331,331,330,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.4115255,0.0728488,0.6010438,38,38,37,1,7.410605e-06,8.675251999999999e-07,4.0213209999999996e-07,356,356,355,1
81392-019,0.0,0.8481084999999999,0.21190830000000002,0.6337592,1335,1335,1334,1,494.1876,49.026720000000005,17.33886,1335,1335,1334,1,464.3886,114.1676,205.8665,1100,1100,1099,1,0.269868,0.05486884,0.26147929999999997,684,684,683,1,0.130327,0.03849144,0.08451307,546,546,545,1,0.05832098,0.02336244,0.02099315,936,936,862,74,1.132933e-05,1.354983e-06,7.443156999999999e-07,1335,1335,1334,1
44574-003,0.0,0.6361568,0.1370233,0.5164973,205,205,204,1,472.2578,86.06349,39.784909999999996,205,205,204,1,412.3754,107.6421,200.2682,151,151,150,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.4014990000000005e-07,6.73815e-08,3.5441029999999996e-08,205,205,204,1
95407-001,0.0,0.6612001999999999,0.1419876,0.5050696,145,145,144,1,38.53646,8.158799,-0.2727914,145,145,144,1,381.3534,91.96141,181.65,111,111,110,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,4.91931e-07,9.466837e-08,5.218816e-08,145,145,144,1
44574-007,0.0,0.4258085,0.1355181,0.5742439,46,46,45,1,26.598159999999996,7.414258,0.5186324000000001,46,46,45,1,128.0408,33.42794,127.5729,38,38,37,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.017348e-06,2.293211e-07,2.0129010000000002e-07,46,46,45,1
56896-023,0.0,0.9315749,0.172507,0.5526055999999999,195,195,194,1,470.1427,148.2447,89.59919000000001,195,195,194,1,444.5212,121.381,264.7377,147,147,146,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.497235e-07,3.297443e-08,2.4858849999999996e-08,195,195,194,1
81392-015,0.0,0.5829494000000001,0.1691547,0.6760305999999999,96,96,95,1,47.10046,10.12768,6.712573,96,96,95,1,138.6838,34.291109999999996,146.9898,88,88,87,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.632974e-06,1.395345e-06,9.394126999999999e-07,96,96,95,1
56896-012,0.0,0.7228699000000001,0.15927149999999998,0.6019135,275,275,274,1,50.285509999999995,9.410592,2.496023,275,275,274,1,437.2704,94.22453,174.239,240,240,239,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.4160446,0.1095517,0.5850626999999999,16,16,15,1,1.223586e-05,1.6421760000000001e-06,7.032099000000001e-07,275,275,274,1
47647-002,0.0,0.735531,0.2199928,0.5947041000000001,246,246,245,1,48.445209999999996,12.51401,3.446439,246,246,245,1,426.0052,69.8907,178.2721,195,195,194,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3.5407960000000004e-06,5.973444e-07,3.965548e-07,246,246,245,1
81392-022,0.0,0.7782663000000001,0.2237448,0.6664076,516,516,515,1,331.8374,37.031690000000005,14.55921,516,516,515,1,446.6696,95.53256,195.9961,414,414,413,1,0.07880473,0.007504895,0.1173379,136,136,135,1,0.0,0.0,0.0,0,0,0,0,0.0030899670000000003,0.001292218,0.002201879,237,237,236,1,8.540556e-06,1.634316e-06,1.139502e-06,516,516,515,1
81392-016,0.0,0.49195950000000005,0.1353592,0.5997218000000001,76,76,75,1,26.3367,6.838551,3.894932,76,76,75,1,454.2828,138.7075,209.0517,68,68,67,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6.473459e-06,1.331343e-06,7.301562e-07,76,76,75,1
58812-000,0.0,0.8607872,0.2568448,0.5882189,292,292,291,1,479.7829,119.7379,57.7257,292,292,291,1,432.868,88.05122,220.8477,201,201,200,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.807565e-06,6.133631999999999e-07,3.5157990000000004e-07,292,292,291,1
95407-005,0.0,0.8488916999999999,0.1983364,0.6105593,496,496,495,1,482.1729,95.58837,34.229209999999995,496,496,495,1,447.4227,115.1803,252.6072,410,410,409,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.02834328,0.0031715140000000003,0.0420811,98,98,97,1,2.318765e-06,2.4934639999999996e-07,1.0812289999999999e-07,496,496,495,1
81392-037,0.0,0.6328621,0.1731032,0.547845,225,225,224,1,481.5632,64.76275,20.16743,225,225,224,1,445.9563,115.6052,199.4761,167,167,166,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8.141727e-06,1.313895e-06,7.730684999999999e-07,225,225,224,1
56896-017,0.0,0.8777325,0.1779175,0.557066,496,496,495,1,495.3207,115.5174,43.21042,496,496,495,1,418.7933,66.85163,163.7618,396,396,395,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.15354229999999996,0.01239479,0.2291012,190,190,189,1,5.177754e-06,7.665956e-07,4.2019199999999996e-07,496,496,495,1
95407-006,0.0,0.7755554,0.1650799,0.47968249999999996,136,136,135,1,471.0119,180.259,127.3262,136,136,135,1,452.8599,133.3944,213.8869,93,93,92,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.431336999999999e-07,7.488021000000001e-08,2.927203e-08,136,136,135,1
45758-003,0.0,0.7501310999999999,0.21313739999999998,0.6366894000000001,395,395,394,1,178.2007,21.06557,7.3776399999999995,395,395,394,1,270.0692,37.80297,147.6076,321,321,320,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8.949068e-06,1.492171e-06,1.030807e-06,395,395,394,1
26753-009,0.0,0.7432867,0.15857449999999998,0.6436845999999999,616,616,615,1,487.9432,49.38905,14.828120000000002,616,616,615,1,455.4001,89.35457,150.6637,566,566,565,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.03955317,0.00246129,0.05914493,321,321,320,1,1.3170610000000001e-05,1.552147e-06,8.612523e-07,616,616,615,1
47939-004,0.0,0.7338485,0.21329220000000002,0.638732,129,129,128,1,42.69467,11.18149,5.5959129999999995,129,129,128,1,332.8008,84.38427,232.7166,101,101,100,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5.54719e-06,8.186504000000001e-07,3.478785e-07,129,129,128,1
47939-017,0.0,0.7528216999999999,0.118922,0.37987070000000006,215,215,214,1,481.045,138.6008,74.64747,215,215,214,1,447.9714,82.62047,160.2215,76,76,75,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.715654e-06,2.971223e-07,1.3812489999999998e-07,215,215,214,1
56896-019,0.0,0.3879897,0.11763900000000001,0.638369,66,66,65,1,28.77843,7.3965369999999995,3.253664,66,66,65,1,167.443,46.27673,137.6386,66,66,65,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2.400074e-06,6.070387e-07,5.502873e-07,66,66,65,1
56896-028,0.0,0.832201,0.13319370000000003,0.5991036999999999,106,106,105,1,179.9348,27.694570000000002,9.075016999999999,106,106,105,1,431.4355,106.9945,188.1917,99,99,98,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0630169999999999e-06,1.9465789999999998e-07,1.224987e-07,106,106,105,1
80292-004,0.0,0.8091765999999999,0.25740949999999996,0.7434706999999999,125,125,124,1,323.7734,54.10414,29.130979999999997,125,125,124,1,330.232,75.90411999999999,258.1411,107,107,106,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.037059e-05,2.3727940000000002e-06,2.100448e-06,125,125,124,1
58812-001,0.0,0.9322661,0.22720279999999998,0.5985291,394,394,393,1,486.5388,70.31254,27.23698,394,394,393,1,445.75,88.56411999999999,203.4583,305,305,304,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.2551774,0.02914304,0.3786941,94,94,93,1,5.314204e-06,7.476182e-07,3.6783209999999997e-07,394,394,393,1
81392-013,0.0,0.8058299,0.21484570000000003,0.6029568000000001,1035,1035,1034,1,200.4259,26.055410000000002,6.6121289999999995,1035,1035,1034,1,467.4436,106.909,184.2796,790,790,789,1,0.2981231,0.0685131,0.272312,490,490,489,1,0.1297277,0.06370404,0.08780431,355,355,208,147,0.0113085,0.004710591,0.005467235,629,629,628,1,7.864514e-06,1.152194e-06,7.910200999999999e-07,1035,1035,1034,1
76373-000,0.0,0.8026344,0.2173944,0.5503295,385,385,384,1,480.501,87.27428,31.33176,385,385,384,1,398.3532,69.34056,189.003,272,272,271,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.4237265,0.04943476,0.6285276,90,90,89,1,2.2990020000000002e-07,3.926575e-08,2.52216e-08,385,385,384,1
56896-013,0.0,0.38365679999999996,0.1164513,0.64884,36,36,35,1,21.923370000000002,6.3379010000000005,5.636576,36,36,35,1,169.6673,41.32052,168.8342,36,36,35,1,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.958329e-06,4.7135459999999995e-07,2.508654e-07,36,36,35,1
